IP Address;TTL;Hostname;MAC Address;MAC Vendor;Latency;Is Alive;Open Ports;Username;NIC Speed;Operating System;Serial Number;Model;Processor;Memory;% Free Mem;Time;Reliability;model;SNMP Description;SNMP Name;SNMP Location;SNMP Uptime;CustomSNMP;Switch/Port
10.24.30.113;63;;;;3;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.114;63;;;;8;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.117;63;;;;1;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.118;63;;;;1;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.119;63;;;;3;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.205;63;;;;3;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.206;63;;;;2;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.211;63;;;;5;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.212;63;;;;7;True;"80;443";;;;;;;;;;;;;;;;;
10.24.30.246;63;;;;5;True;80;;;;;;;;;;;;;;;;;
10.24.30.250;127;;;;1;True;;;;;;;;;;;;;;;;;;
